Sentence #,Word,POS,Tag
,NNP,SolarWinds,B-INF
,NNP,Serv-U,I-INF
,NN,vulnerability,O
,(,(,O
,NNP,CVE-2021-35211,B-V
,),),O
,IN,for,O
,JJ,initial,O
,NN,access,O
Sentence 417,VBN,Targeted,O
,NNP,Attack,O
,NNP,Campaign,O
,NNP,Against,O
,NNP,ManageEngine,B-INF
,NNP,ADSelfService,I-INF
,NNP,Plus,I-INF
,NNP,Delivers,O
,NNP,Godzilla,B-T
,NNP,Webshells,I-T
,",",",",O
,NNP,NGLite,B-T
,NNP,Trojan,I-T
,CC,and,O
,NNP,KdcSponge,B-T
,NNP,Stealer,I-T
Sentence 418,NNP,Threat,O
,NNP,Actor,O
,VBD,targeted,O
,RP,attack,O
,IN,against,O
,NNP,Finance,B-ID
,CC,and,I-ID
,NNP,Investment,I-ID
,NN,industry,I-ID
,:,-,O
,NNP,BlackDev2,B-C
,NN,a.k.a,O
,.,.,O
,JJ,“,O
,NNP,Operation,B-C
,NNP,SnatchCrypto,I-C
,NNP,”,O
,.,.,O
,NNP,PwC,O
,POS,s,O
,NN,assessment,O
,:,-,O
,NN,threat,O
,NN,actor,O
,VBZ,is,O
,JJ,DPRK-based,O
,",",",",O
,CC,and,O
,TO,to,O
,VB,be,O
,RB,likely,O
,VBN,related,O
,TO,to,O
,NNP,BlackAlicanto,B-TA
,NN,a.k.a,O
,.,.,O
,NNP,DangerousPassword,B-TA
,NNP,CryptoCore,B-TA
,NNP,CryptoMimic,B-TA
,:,-,O
,DT,a,O
,NNP,Lazarus,B-TA
,(,(,O
,RB,specifically,O
,NNP,Bluenoroff,B-TA
,),),O
,NN,spinoff,O
Sentence 419,NN,XShellGhost,B-INF
,NN,software,I-INF
,NN,supply,B-ID
,NN,chain,I-ID
,NN,security,O
,NN,incident,O
,:,-,O
,DT,a,O
,JJ,detailed,O
,NN,analysis,O
,IN,from,O
,NNP,November,O
,CD,2021,O
,IN,on,O
,DT,the,O
,NNS,events,O
,IN,from,O
,CD,2017,O
Sentence 420,DT,A,O
,JJ,detailed,O
,NN,analysis,O
,IN,of,O
,DT,the,O
,NNP,STOP/Djvu,B-M
,NNP,Ransomware,I-M
Sentence 421,NN,Operation,B-C
,NNP,Vikrant,I-C
,:,:,O
,DT,a,O
,NN,steel,O
,NN,giant,O
,VBG,standing,O
,IN,in,O
,DT,the,O
,JJ,spiritual,O
,JJ,interior,O
,:,-,O
,JJ,Chinese,B-L
,VBG,reporting,O
,:,-,O
,IN,At,O
,JJ,present,O
,",",",",O
,IN,in,O
,NN,addition,O
,TO,to,O
,DT,some,O
,JJ,new,O
,NN,phishing,O
,NNS,activities,O
,WDT,that,O
,VBP,are,O
,VBN,known,O
,TO,to,O
,VB,belong,O
,TO,to,O
,",",",",O
,PRP,we,O
,RB,also,O
,VBP,capture,O
,JJ,Many,O
,JJ,unknown,O
,CC,but,O
,JJ,systematic,O
,NN,fishing,O
,NNS,activities,O
,MD,will,O
,VB,be,O
,VBN,shared,O
,IN,in,O
,DT,the,O
,JJ,second,O
,NN,chapter,O
Sentence 422,NN,Identification,O
,IN,of,O
,DT,a,O
,JJ,new,O
,JJ,cybercriminal,O
,NN,group,O
,:,:,O
,JJ,Lockean,B-TA
,:,-,O
,JJ,French,B-L
,NN,reporting,O
Sentence 423,VBG,Phishing,O
,NNS,emails,O
,RB,seemingly,O
,VBG,coming,O
,IN,from,O
,DT,a,O
,NNP,Kaspersky,B-INF
,NN,email,I-INF
,NN,address,I-INF
,:,-,O
,JJ,due,O
,TO,to,O
,VB,stolen,B-V
,NNP,API,I-V
,NN,key,I-V
Sentence 424,NNP,Analysis,O
,:,-,O
,JJ,Chinese,B-L
,VBG,reporting,O
,:,-,O
,IN,Since,O
,NNP,March,O
,CD,2021,O
,DT,a,O
,JJ,large,O
,NN,campaign,O
,VBZ,has,O
,VBN,been,O
,VBN,observed,O
,VBG,involving,O
,DT,a,O
,JJ,large,O
,NN,number,O
,IN,of,O
,NN,network,O
,NNS,nodes,O
,.,.,O
,DT,The,O
,JJ,main,O
,NNS,targets,O
,VBP,are,O
,NNP,China,B-L
,",",",",O
,NNP,Nepal,B-L
,",",",",O
,NNP,Pakistan,B-L
,",",",",O
,NNP,Sri,B-L
,NNP,Lanka,I-L
,",",",",O
,NNP,Bangladesh,B-L
,",",",",O
,NNP,Afghanistan,B-L
,",",",",O
,CC,and,O
,DT,The,B-ID
,NN,government,I-ID
,",",",",O
,NN,defense,B-ID
,CC,and,I-ID
,JJ,military,I-D
,",",",",O
,CC,and,O
,JJ,state-owned,B-ID
,NNS,enterprises,I-ID
,IN,of,O
,DT,the,O
,NNS,Maldives,B-L
Sentence 425,``,``,O
,NNP,Alert,O
,CD,Two,O
,NNS,vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,DT,the,O
,NNP,Philips,B-ID
,NNP,IntelliBridge,I-ID
,VBG,leading,O
,TO,to,O
,NN,security,B-V
,NN,bypass,I-V
,CC,and,O
,NN,default,B-V
,NN,account,I-V
,NNS,severities,I-V
,.,.,O
,',',O
Sentence 426,``,``,O
,NNP,Alert,O
,NNP,Vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,NNP,CKEditor,B-ID
,WDT,that,O
,VBZ,allows,O
,DT,an,O
,JJ,unprivileged,O
,NN,attacker,O
,TO,to,O
,VB,execute,O
,DT,a,O
,JJ,cross-site,B-V
,NN,scripting,I-V
,NN,attack,I-V
,IN,on,O
,DT,the,O
,JJ,targeted,O
,NN,system,O
,.,.,O
,',',O
Sentence 427,``,``,O
,NNP,Alert,O
,NNP,Tardigrade,B-M
,VBZ,is,O
,DT,a,O
,NN,custom,O
,NN,malware,O
,WDT,that,O
,VBZ,targets,O
,VBG,biomanufacturing,B-ID
,NNS,facilities,B-ID
,.,.,O
,',',O
Sentence 428,``,``,O
,NNP,Alert,O
,NNP,Y1iiu,B-M
,NNP,Ransomware,I-M
,VBZ,lock,B-AP
,DT,the,I-AP
,NNS,files,I-AP
,CC,and,I-AP
,VBZ,demands,I-AP
,DT,a,I-AP
,NN,ransom,I-AP
,IN,for,I-AP
,VBG,unlocking,I-AP
,.,.,O
,',',O
Sentence 429,NNP,Alert,O
,NNP,Merlen,B-M
,VBZ,is,O
,JJ,malicious,O
,NN,software,O
,IN,that,O
,VBZ,encrypts,B-AP
,NNS,data,I-AP
,CC,and,I-AP
,NNS,demands,I-AP
,VBP,ransom,I-AP
,IN,for,I-AP
,DT,the,I-AP
,NN,decryption,I-AP
,.,.,O
Sentence 430,NNP,Alert,O
,NNS,Vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,DT,the,O
,NNP,JetBrains,B-ID
,NNS,products,O
,WDT,that,O
,VBP,lead,O
,TO,to,O
,NN,security,B-V
,NN,bypass,I-V
,CC,and,O
,JJ,weak,B-V
,NN,security,I-V
,NNS,errors,I-V
,.,.,O
Sentence 431,NNP,Alert,O
,NNP,BotenaGo,B-M
,NN,botnet,I-M
,VBZ,targets,O
,DT,the,O
,NNP,Internet,B-ID
,IN,of,I-ID
,NNP,Things,I-ID
,(,(,O
,NNP,IoT,O
,),),O
,IN,by,O
,VBG,using,O
,IN,over,O
,CD,30,O
,JJ,different,O
,NNS,exploits,O
Sentence 432,NNP,Alert,O
,NNP,Jvsmd,B-M
,NNP,Ransomware,I-M
,VBZ,encrypts,B-AP
,NNS,data/files,I-AP
,CC,and,I-AP
,NNS,demands,I-AP
,NNS,ransoms,I-AP
,IN,for,I-AP
,NN,decryption,I-AP
,.,.,O
Sentence 433,NNP,Alert,O
,CD,Two,O
,NNS,vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,DT,the,O
,NNP,Apache,B-ID
,NNS,products,O
,WDT,that,O
,MD,could,O
,VB,lead,O
,TO,to,O
,NN,information,B-V
,NN,disclosure,I-V
,CC,&,O
,NNP,LDAP,B-V
,NN,injection,I-V
,NNS,severities,I-V
,.,.,O
,',',O
Sentence 434,NNP,Alert,O
,NNP,MasterFred,B-M
,VBZ,is,O
,DT,an,O
,NNP,Android,B-ID
,NN,malware,O
,WDT,that,O
,VBZ,uses,O
,VBP,fake,B-AP
,NN,login,I-AP
,NNS,overlays,I-AP
,CC,and,O
,NNS,collects,O
,NN,credit,O
,NN,card,O
,NNS,details,O
,CC,or,O
,VBG,banking,O
,NN,information,O
,.,.,O
,',,O
Sentence 435,NNP,IKEA,B-ID
,VBN,hit,O
,IN,by,O
,DT,a,O
,NN,cyber,O
,NN,attack,O
,WDT,that,O
,VBZ,uses,O
,VBN,stolen,B-AP
,JJ,internal,I-AP
,NN,reply-chain,I-AP
,NNS,emails,I-AP
Sentence 436,NNP,Medium,O
,:,-,O
,JJ,CVE-2021-36332,B-V
,:,-,O
,NNP,Dell,B-ID
,NNP,EMC,I-ID
,NNP,CloudLink,I-ID
,CD,7.1,I-ID
,CC,and,O
,DT,all,O
,JJ,prior,O
,NN,versions..,O
Sentence 437,NNP,Marine,B-ID
,NNS,services,I-ID
,NN,provider,I-ID
,NNP,Swire,I-ID
,NNP,Pacific,I-ID
,NNP,Offshore,I-ID
,(,(,O
,NNP,SPO,O
,),),O
,VBN,hit,O
,IN,by,O
,NNP,Clop,B-M
,NN,ransomware,I-M
Sentence 438,IN,About,O
,CD,10,O
,CD,million,O
,NNP,Android,B-ID
,NNS,devices,O
,VBD,found,O
,VBN,infected,O
,IN,with,O
,NNP,Cynos,B-M
,NN,malware,O
Sentence 439,NN,ThreatProtection,O
,VBG,Smishing,B-AP
,NN,campaign,I-AP
,NNS,delivers,O
,VBP,TianySpy,B-M
,TO,to,O
,NNP,Japanese,B-ID
,JJ,mobile,I-ID
,NNS,users,I-ID
,",",",",O
,NNP,Symantec,O
,NNP,Endpoint,O
,NNP,Protection,O
,NNP,Mobile,O
,NNS,users,O
,VBP,are,O
,VBN,protected,O
Sentence 440,NNP,New,O
,JJ,malicious,O
,NN,campaign,O
,VBG,leveraging,O
,NNP,Babadeda,B-C
,NN,crypter,I-C
,TO,to,O
,VB,deliver,B-AP
,NNS,infostealers,I-AP
,CC,and,I-AP
,NNP,RATs,I-AP
,",",",",O
,VBD,read,O
,RBR,more,O
,JJ,https//broadcom.com/support/security-center/protection-bulletinblt60ef4ca12c1676b0_en-us,O
Sentence 441,CD,Five,B-TA
,NNP,Phoenix,I-TA
,VBG,hacking,O
,NN,group,O
,NNS,suspects,O
,VBN,arrested,O
,IN,in,O
,NNP,Ukraine,B-L
Sentence 442,NNP,Raccoon,B-M
,NNP,Stealer,I-M
,VBZ,continues,O
,TO,to,O
,VB,lurk,O
,IN,in,O
,DT,the,O
,NN,threatscape,O
,",",",",O
,VB,read,O
,RBR,more,O
,IN,about,O
,NNP,Symantec,O
,POS,s,O
,NNS,protections,O
Sentence 443,NNP,New,O
,NN,backdoor,O
,NNP,Macma,B-M
,VBN,delivered,O
,IN,in,O
,DT,a,O
,NN,watering,B-AP
,NN,hole,I-AP
,NN,campaign,I-AP
,",",",",O
,VBD,read,O
,RBR,more,O
Sentence 444,IN,On,O
,DT,the,O
,RBS,most,O
,JJ,recent,O
,NNP,CyberSecurityBrief,O
,NN,podcast,O
,",",",",O
,JJ,new,O
,NNS,techniques,O
,VBG,being,O
,VBN,used,O
,IN,in,O
,NNP,BazarLoader,B-M
,NNS,attacks,O
,",",",",O
,NNP,FBI,B-ID
,NN,system,O
,VBD,compromised,O
,TO,to,O
,VB,send,B-AP
,JJ,fake,I-AP
,NN,email,I-AP
,NNS,alerts,I-AP
,",",",",O
,VBZ,is,O
,NNP,Emotet,B-M
,RB,back,O
,",",",",O
,CC,and,O
,NN,law,O
,NN,enforcement,O
,VBZ,cracks,O
,RP,down,O
,IN,on,O
,DT,some,O
,NN,ransomware,O
,NNS,operators,O
,.,.,O
Sentence 445,NN,ThreatProtection,O
,JJ,Brazilian,B-ID
,NN,banking,I-ID
,NNS,users,I-ID
,VBN,targeted,O
,IN,by,O
,DT,the,O
,NNP,BrazKing,B-M
,NN,mobile,I-M
,NN,malware,I-M
,",",",",O
,VBD,read,O
,RBR,more,O
Sentence 446,NN,ThreatProtection,O
,NNP,Emotet,B-M
,VBZ,is,O
,RB,back,O
,CC,and,O
,JJ,utilizing,O
,NNP,Trickbot,B-M
,.,.,O
,NNP,Learn,O
,WRB,how,O
,JJ,Symantec,O
,VBZ,protects,O
,PRP$,its,O
,NNS,customers,O
Sentence 447,NN,ThreatProtection,O
,NNP,SharkBot,B-M
,VBZ,is,O
,DT,another,O
,NNP,Android,B-ID
,NN,malware,O
,VBG,looking,O
,TO,to,O
,VB,steal,B-AP
,PRP$,your,I-AP
,NN,money,I-AP
,",",",",O
,NNP,Symantec,O
,NNP,Endpoint,O
,NNP,Protection,O
,NNP,Mobile,O
,NNS,users,O
,VBP,are,O
,VBN,protected,O
Sentence 448,NNP,PhoneSpy,B-C
,NNP,Android,I-C
,NN,spyware,I-C
,NN,campaign,I-C
,VBG,targeting,O
,JJ,South,B-ID
,JJ,Korean,I-ID
,NNS,users,I-ID
Sentence 449,NN,ThreatProtection,O
,NNP,Symantec,O
,NNP,Endpoint,O
,NNP,Protection,O
,NNP,Mobile,O
,NNS,users,O
,VBP,are,O
,VBN,protected,O
,IN,against,O
,NNP,AbstractEmu,B-M
,NNP,Android,I-M
,NN,malware,I-M
,",",",",O
,VBD,read,O
,RBR,more,O
Sentence 450,NN,ThreatProtection,O
,CD,Two,O
,NNP,NPM,B-INF
,NNS,packages,I-INF
,VBD,hijacked,B-AP
,TO,to,I-AP
,VB,deliver,I-AP
,NNP,Danabot,B-M
,NN,malware,I-M
,",",",",O
,VBD,read,O
,RBR,more,O
Sentence 451,NN,ThreatProtection,O
,DT,The,O
,NNP,WatchDog,B-TA
,NN,group,I-TA
,VBD,observed,O
,VBG,using,O
,VBG,cryptojacking,B-C
,NNS,campaigns,I-C
,.,.,O
,VB,Learn,O
,WRB,how,O
,JJ,Symantec,O
,VBZ,protects,O
,PRP$,its,O
,NNS,customers,O
,JJ,https//broadcom.com/support/security-center/protection-bulletinblt781b685430f4ee3c_en-us,O
Sentence 452,NNP,Gamaredon,B-TA
,NNP,Attacks,O
,IN,against,O
,NNP,Ukraine,B-L
,NN,grow,O
,IN,in,O
,NN,sophistication,O
Sentence 453,NN,ThreatProtection,O
,NNP,Lockean,B-TA
,",",",",O
,DT,a,O
,RB,newly,O
,VBN,identified,O
,NN,ransomware,O
,NN,group,O
,",",",",O
,VBD,read,O
,RBR,more,O
,JJ,https//broadcom.com/support/security-center/protection-bulletinblt192770d2b9dfd6c6_en-us,O
Sentence 454,NNP,ThreatProtection,O
,NNP,SnakeKeylogger,B-M
,IN,among,O
,DT,the,O
,RBS,most,O
,JJ,prevalent,O
,NNS,Infostealers,O
,",",",",O
,VBD,read,O
,RBR,more,O
,JJ,https//broadcom.com/support/security-center/protection-bulletinblt9984a560f146d8b2_en-usâ€¦,O
,NNP,Malware,O
Sentence 455,``,``,O
,NNP,Alert,O
,NNP,IHA,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,threat,O
,WDT,that,O
,VBZ,belongs,O
,TO,to,O
,DT,the,O
,NNP,NoCry,B-M
,NN,ransomware,I-M
,NN,family,O
,.,.,O
Sentence 456,``,``,O
,NNP,Alert,O
,NNP,Vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,NNP,Schneider,B-ID
,NNP,Electric,I-ID
,NNP,GUIcon,I-ID
,WDT,that,O
,MD,could,O
,VB,be,O
,VBN,exploited,O
,IN,by,O
,DT,an,O
,NN,attacker,O
,IN,by,O
,VBG,sending,B-AP
,DT,a,I-AP
,NN,request,I-AP
,IN,that,I-AP
,VBZ,submits,I-AP
,JJ,malicious,I-AP
,NN,input,I-AP
,TO,to,O
,DT,the,O
,JJ,targeted,O
,NNS,systems,O
,.,.,O
,',',O
Sentence 457,NNP,FBI,B-IND
,JJ,forensic,I-IND
,NN,analysis,I-IND
,VBZ,indicates,O
,IN,that,O
,DT,an,O
,JJ,advanced,O
,NN,persistent,O
,NN,threat,O
,(,(,O
,NNP,APT,O
,),),O
,NN,group,O
,VBZ,is,O
,VBG,exploiting,O
,DT,a,O
,JJ,zero-day,O
,NN,vulnerability,O
,IN,in,O
,NNP,FatPipe,B-ID
,NNP,WARP,I-ID
,",",",",O
,NNP,MPVPN,B-ID
,",",",",O
,CC,and,O
,NNP,IPVPN,B-ID
,NN,device,I-ID
,NN,software,I-ID
,.,.,O
,IN,For,O
,JJ,technical,O
,NNS,details,O
,CC,and,O
,VBD,recommended,O
,NNS,mitigations,O
,",",",",O
,NN,visit,O
,NN,https//go.usa.gov/xeQN5,O
,TO,to,O
,VB,read,O
,PRP$,our,O
,NNP,FLASH,O
,NN,report,O
,.,.,O
Sentence 458,NNP,New,O
,NNP,@,O
,NNP,FBI,B-IND
,JJ,forensic,I-IND
,NN,analysis,I-IND
,VBD,indicated,O
,NN,exploitation,O
,IN,of,O
,DT,a,O
,JJ,zeroday,O
,NN,vulnerability,O
,IN,in,O
,DT,the,O
,NNP,FatPipe,B-ID
,NNP,MPVPNÂ®,I-ID
,NN,device,I-ID
,NN,software,I-ID
,VBG,going,O
,RB,back,O
,TO,to,O
,IN,at,O
,JJS,least,O
,NNP,May,O
,CD,2021,O
,NNP,Review,O
,DT,the,O
,NNP,Flash,O
,IN,for,O
,JJR,more,O
,NNS,details,O
,.,.,O
Sentence 459,JJ,@,O
,NNP,CISAgov,O
,VBD,added,O
,JJ,new,O
,NNP,CVEs,O
,TO,to,O
,PRP$,their,O
,NN,catalog,O
,NNP,Exiftool,B-V
,NNP,Remote,I-V
,NNP,Code,I-V
,NNP,Execution,I-V
,NN,vulnerability,I-V
,NNP,Microsoft,B-V
,NNP,Win32k,I-V
,NNP,Elevation,I-V
,IN,of,I-V
,NNP,Privilege,I-V
,NNP,Microsoft,B-V
,NNP,Excel,I-V
,NNP,Security,I-V
,NNP,Feature,I-V
,NNP,Bypass,I-V
,NNP,Microsoft,B-V
,NNP,Exchange,I-V
,NNP,Server,I-V
,NNP,RCE,I-V
Sentence 460,DT,A,O
,JJ,new,O
,NN,set,O
,IN,of,O
,NNS,variants,O
,IN,of,O
,NNP,Joker,B-M
,NN,malware,I-M
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,VBG,spreading,O
,IN,via,O
,DT,the,O
,NNP,Play,B-INF
,NNP,Store,I-INF
,.,.,O
Sentence 461,CD,one,O
,NNP,Joker,B-M
,NN,variant,I-M
,VBD,was,O
,VBN,observed,O
,VBG,exploiting,B-AP
,DT,the,I-AP
,NN,popularity,I-AP
,IN,of,I-AP
,NNP,Squid,I-AP
,NNP,Game,I-AP
,TO,to,I-AP
,VB,lure,I-AP
,JJ,unsuspecting,I-AP
,NNS,victims,I-AP
,.,.,O
Sentence 462,IN,In,O
,DT,the,O
,JJ,second,O
,NN,stage,O
,",",",",O
,DT,the,O
,NN,payload,B-M
,VBZ,is,I-M
,DT,an,I-M
,NNP,APK,I-M
,NN,file,I-M
,VBG,containing,I-M
,DT,a,I-M
,NN,code,I-M
,TO,to,O
,VB,gather,B-AP
,NNP,OTPs,I-AP
,VBG,using,O
,DT,the,O
,NN,notification,B-INF
,NN,listener,I-INF
,NN,service,I-INF
,.,.,O
Sentence 463,DT,The,O
,NNP,DarkSide,B-TA
,NN,ransomware,I-TA
,NN,group,I-TA
,VBD,had,O
,VBN,threatened,O
,TO,to,O
,NN,share,B-AP
,NN,insider,I-AP
,NNS,details,I-AP
,IN,on,I-AP
,NNS,businesses,I-AP
,VBG,trading,I-AP
,IN,on,I-AP
,NNP,NASDAQ,I-AP
,CC,or,I-AP
,JJ,other,I-AP
,NN,stock,I-AP
,NNS,markets,I-AP
,.,.,I-AP
Sentence 464,JJ,Last,O
,NN,year,O
,",",",",O
,DT,the,O
,NNP,REvil,B-TA
,NN,group,I-TA
,VBD,claimed,O
,TO,to,O
,VB,consider,O
,VBG,adding,O
,DT,an,O
,JJ,auto-email,B-M
,NN,script,I-M
,WDT,that,O
,MD,would,O
,VB,reach,B-AP
,NN,stock,I-AP
,NNS,exchanges,I-AP
,TO,to,I-AP
,VB,let,I-AP
,PRP,them,I-AP
,VB,know,I-AP
,IN,that,I-AP
,NNS,businesses,I-AP
,VBP,are,I-AP
,VBN,hit,I-AP
,IN,by,I-AP
,NN,ransomware,I-AP
,CC,and,I-AP
,PRP,it,I-AP
,MD,may,I-AP
,VB,impact,I-AP
,PRP$,their,I-AP
,NN,stock,I-AP
,NN,price,I-AP
,.,.,O
Sentence 465,DT,A,O
,JJ,ransomware,O
,NN,attack,O
,IN,on,O
,DT,a,O
,NN,laboratory,B-ID
,VBN,based,O
,IN,in,O
,NNP,Florida,B-L
,VBZ,has,O
,VBN,exposed,B-C
,DT,the,I-C
,JJ,personal,I-C
,NN,health,I-C
,NN,information,I-C
,(,(,O
,NNP,PHI,O
,),),O
,IN,of,O
,JJR,more,O
,IN,than,O
,CD,"30,000",O
,NNS,patients,O
Sentence 466,NNP,Gummy,B-C
,NNP,Browsers,I-C
,NNP,Attack,I-C
,NNP,Lets,O
,NNP,Hackers,O
,NNP,Spoof,B-AP
,NNP,Your,I-AP
,NNP,Digital,I-AP
,NNP,Identity,I-AP
Sentence 467,DT,This,O
,NN,attack,O
,NN,technique,O
,MD,can,O
,VB,be,O
,VBN,leveraged,O
,TO,to,O
,VB,bypass,B-AP
,CD,2FA,I-AP
,IN,on,I-AP
,JJ,auth,I-AP
,NNS,systems,I-AP
,.,.,O
Sentence 468,NNP,First,O
,VBZ,is,O
,VBG,spoofing,B-AP
,DT,the,I-AP
,NN,victims,I-AP
,NN,fingerprint,I-AP
,IN,by,I-AP
,VBG,executing,I-AP
,NNS,scripts,I-AP
,IN,with,I-AP
,NNP,Selenium,I-AP
,WDT,that,I-AP
,VBP,serve,I-AP
,NNS,values,I-AP
,VBN,obtained,I-AP
,IN,by,I-AP
,NNP,JavaScript,I-AP
,NNP,API,I-AP
,VBZ,calls,I-AP
,.,.,O
Sentence 469,IN,After,O
,VBN,failed,O
,NN,fix,O
,",",",",O
,NN,researcher,O
,NNS,releases,O
,VBP,exploit,O
,IN,for,O
,NNP,Windows,B-V
,NNP,EoP,I-V
,NN,flaw,I-V
,(,(,I-V
,NNP,CVE-2021-41379,I-V
,),),I-V
,:,-,O
,$,Help,O
,JJ,Net,O
,NNP,Security,O
,NN,http//dlvr.it/SD64Y9,O
,NN,cybersecurity,O
,NN,threatintelligence,O
,NNS,cybernews,O
Sentence 470,DT,A,O
,NNP,PDP,O
,CD,11,O
,IN,by,O
,DT,Any,O
,JJ,Other,O
,NNP,Name,O
,NNP,Heathkit,O
,NNP,H11,O
,NNP,Teardown,O
,CC,and,O
,NNP,Repair,O
,VBP,http//dlvr.it/SD34MV,O
,NN,cybersecurity,O
,NN,threatintelligence,O
,NNS,cybernews,O
Sentence 471,JJ,Alert,O
,NNP,Extortionist,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,program,O
,WDT,that,O
,VBZ,works,O
,IN,as,O
,NN,ransomware,O
,CC,and,O
,VBZ,demands,B-AP
,DT,a,I-AP
,NN,ransom,I-AP
,.,.,O
Sentence 472,NNP,Alert,O
,NNP,Multiple,O
,NNS,vulnerabilities,O
,VBP,have,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,JJ,multiple,O
,NNP,Siemens,B-ID
,NNS,products,I-ID
,WDT,that,O
,VBP,lead,O
,TO,to,O
,NNP,DoS,B-AP
,",",",",O
,NN,security,B-AP
,NN,bypass,I-AP
,CC,&,O
,NN,directory,B-AP
,NN,traversal,I-AP
,NNS,severities,I-AP
,.,.,O
,',,O
Sentence 473,NNP,Alert,O
,NNP,Foxxy,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,program,O
,WDT,that,O
,VBZ,is,O
,VBN,categorized,O
,IN,as,O
,NN,ransomware,O
,IN,that,O
,VBZ,encrypts,B-AP
,NNS,data/files,I-AP
,.,.,O
,',',O
Sentence 474,``,``,O
,NNP,Alert,O
,NNP,Ltnuhr,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,program,O
,VBN,categorized,O
,IN,as,O
,NN,ransomware,O
,IN,that,O
,VBZ,encrypts,B-AP
,NNS,data,I-AP
,.,.,O
,',',O
Sentence 475,``,``,O
,NNP,Alert,O
,NNP,DoppelDridex,B-M
,VBZ,is,O
,DT,a,O
,JJ,modified,O
,NN,variant,O
,IN,of,O
,NNP,Dridex,B-M
,NN,malware,I-M
,.,.,O
,PRP,It,O
,VBZ,is,O
,VBN,used,O
,IN,by,O
,RB,financially,O
,JJ,motivate,O
,NN,eCrime,O
,NN,threat,O
,NN,group,O
,",",",",O
,NNP,DOPPEL,B-TA
,NNP,SPIDER,I-TA
,.,.,O
,',',O
Sentence 476,NNP,Alert,O
,NNP,Ranion,B-M
,NNP,Ransomware,I-M
,VBZ,is,O
,VBN,advertised,O
,IN,as,O
,DT,a,O
,NNP,RaaS,O
,(,(,O
,NNP,Ransomware-as-a-Service,O
,),),O
,IN,in,O
,DT,the,O
,NNP,Dark,B-INF
,NNP,Web,I-INF
,.,.,O
,',',O
Sentence 477,``,``,O
,NNP,Alert,O
,NNP,Atom,B-M
,NNP,Silo,I-M
,NNP,Ransomware,I-M
,VBZ,has,O
,VBN,been,O
,VBN,spotted,O
,VBG,abusing,O
,DT,a,O
,RB,recently,O
,VBN,patched,O
,NN,vulnerability,O
,IN,in,O
,NNP,Confluence,B-ID
,NNP,Server,I-ID
,CC,and,I-ID
,NNP,Data,I-ID
,NNP,Center,I-ID
,.,.,O
,',',O
Sentence 478,``,``,O
,NNP,Alert,O
,NNP,BetterSearch,B-M
,VBZ,is,O
,DT,an,O
,JJ,adware-type,O
,NN,application,O
,WDT,that,O
,VBZ,comes,O
,IN,with,O
,NN,browser,B-AP
,NN,hijacker,I-AP
,VBZ,features,I-AP
,.,.,O
,DT,This,O
,NN,rogue,O
,NN,app,O
,VBZ,has,O
,VBN,been,O
,VBN,spotted,O
,RB,recently,O
,.,.,O
,',',O
Sentence 479,NNP,Alert,O
,NNP,Decryptdelta,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,program,O
,WDT,that,O
,VBZ,is,O
,JJ,identical,O
,TO,to,O
,DT,the,O
,NNP,Retrievedata,B-M
,NN,ransomware,I-M
,.,.,O
,DT,This,O
,NN,threat,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
,.,.,O
Sentence 480,NNP,Alert,O
,NNP,SearchConvertersOnline,B-M
,VBZ,is,O
,DT,a,O
,JJ,web,B-AP
,NN,browser,I-AP
,NN,hijacker,I-AP
,VBZ,app,I-AP
,IN,that,I-AP
,VBZ,promotes,I-AP
,DT,a,I-AP
,JJ,fake,I-AP
,NN,search,I-AP
,NN,engine,I-AP
,.,.,O
,DT,This,O
,NN,app,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
,.,.,O
,',',O
Sentence 481,``,``,O
,NNP,Alert,O
,NNP,Motnug,O
,VBZ,is,B-M
,DT,a,O
,JJ,shellcode,B-AP
,NN,loader,I-AP
,VBN,used,O
,IN,by,O
,NNP,SparklingGoblin,B-TA
,(,(,O
,VBN,based,O
,IN,in,O
,NNP,China,B-L
,),),O
,.,.,O
,RB,Recently,O
,",",",",O
,DT,the,O
,NN,group,O
,VBD,had,O
,VBN,targeted,O
,JJ,retail,B-ID
,NNS,firms,I-ID
,IN,in,O
,DT,the,O
,NNP,U.S,B-L
,.,.,O
,',',O
